height_Mm,temperature_K,pressure_dyn_cm2,i_extension,f_extension_1e16_cm3,i_pw_H,f_pw_H_1e16_cm3,C_i_applied,C_f_applied,i_pw_total_e,f_pw_total_e_1e16_cm3,iterations,duration_s
51,12000,0.02,0.813205786,5.469209507,0.8208384875,7.603535961,0.9907013357,0.7192981706,0.9062443565,9.268102145,116,33.26077289
51,12000,0.05,0.8011753307,3.768939353,0.8336253943,6.463839084,0.9610735664,0.5830806281,0.9178682668,7.836269712,135,29.96200697
51,12000,0.1,0.8340643772,3.789511828,0.8670992959,6.653124503,0.9619018043,0.5695837837,0.9494174853,7.976317543,143,49.14860226
51,12000,0.2,0.8749651096,4.068446152,0.8936620346,7.246424551,0.9790783044,0.5614418702,0.9723618288,8.578926792,145,41.32402476
51,14000,0.01,0.9081870598,8.199792644,0.9008852182,10.66966447,1.008105185,0.768514574,0.9871876076,12.81183185,78,22.77407913
51,14000,0.02,0.8704701856,5.363613993,0.8826602564,7.896144343,0.9861893966,0.6792700032,0.9689164672,9.5148207,95,33.91572448
51,14000,0.05,0.8752239178,3.772139925,0.9054901541,6.671017583,0.9665747483,0.5654519536,0.991683472,8.001488231,115,40.01364157
51,14000,0.1,0.9067364712,3.699006442,0.9287386365,6.752083977,0.9763096264,0.5478318183,1.014864538,8.062448695,126,24.05073239
51,14000,0.2,0.9275333116,3.889360097,0.9464979334,7.252056015,0.9799633774,0.53631137,1.032512912,8.630039674,133,45.66629577
52,6000,0.01,0.6732824765,4.105267236,0.6685774613,6.291824081,1.007037352,0.6524764811,0.6692160372,6.303848793,64,18.76085624
52,6000,0.02,0.5309561357,3.599072051,0.5118824156,5.507310842,1.037261917,0.653508065,0.5124508446,5.519549019,66,23.2332274
52,6000,0.05,0.3435856569,3.134343401,0.2895166547,5.048907564,1.186756103,0.6207963528,0.2900279982,5.06675805,67,19.57718125
52,6000,0.1,0.2366072045,3.049808084,0.1725188548,4.970595549,1.37148606,0.6135699543,0.1730044662,4.998617703,67,23.65585669
52,6000,0.2,0.1493014456,3.049803269,0.1008806576,4.940319425,1.479980892,0.6173291656,0.1013475787,4.986157305,67,12.89351106
52,8000,0.01,0.7696107141,5.672233339,0.7601906887,8.292558504,1.012391661,0.6840148715,0.7612785746,8.316309945,99,34.37179535
52,8000,0.02,0.6383995149,4.612475563,0.6299141631,7.122153471,1.013470648,0.6476237253,0.6309722966,7.146101238,101,35.24288507
52,8000,0.05,0.4519434986,3.844223995,0.4232069417,6.38662554,1.067901904,0.6019178627,0.4242420928,6.417906727,103,29.95968477
52,8000,0.1,0.3535913192,3.579554703,0.3063413287,6.227645322,1.154239686,0.5747846125,0.3073639566,6.269292942,103,36.16482606
52,8000,0.2,0.2948843418,3.579797975,0.2454300352,6.184262167,1.20150063,0.5788561154,0.2464400698,6.23526792,103,19.49469322
52,10000,0.01,0.8262262789,6.907284175,0.8190707636,9.389679927,1.008736138,0.7356250936,0.86658351,10.5106308,114,33.15779913
52,10000,0.02,0.7301966883,5.405926657,0.7317873,7.772365936,0.9978264016,0.6955316697,0.7662047936,8.520659939,129,44.59170101
52,10000,0.05,0.6378820947,4.016996637,0.6688657141,6.874253685,0.9536773694,0.5843538544,0.6882788802,7.279081343,139,48.06186356
52,10000,0.1,0.6540561303,3.853644603,0.6872032899,7.039232332,0.9517651325,0.5474523956,0.6984667098,7.271872622,139,48.68552631
52,10000,0.2,0.6937330444,4.027549571,0.7031535177,7.353754025,0.986602537,0.5476861964,0.7095891255,7.488980403,135,46.53662524
52,12000,0.01,0.8725328254,7.686173808,0.8647762367,9.895138926,1.008969475,0.7767625968,0.950564332,11.95576666,98,18.8172987
52,12000,0.02,0.8125031503,5.445538362,0.820129257,7.570627293,0.9907013357,0.7192981706,0.9055354591,9.229500088,117,27.83215864
52,12000,0.05,0.8007979476,3.751308321,0.8332327259,6.433601358,0.9610735664,0.5830806281,0.9174760389,7.80029399,135,38.8123512
52,12000,0.1,0.8337976285,3.772241748,0.866821982,6.622803977,0.9619018043,0.5695837837,0.949140746,7.940416882,143,42.23825775
52,12000,0.2,0.8747325394,4.050097996,0.8934244947,7.213744131,0.9790783044,0.5614418702,0.9721251658,8.540619933,145,41.58252643
52,14000,0.01,0.9077283394,8.175696457,0.9004301859,10.63831023,1.008105185,0.768514574,0.9867325932,12.77531176,78,15.34685866
52,14000,0.02,0.8700810061,5.33920302,0.8822656268,7.860207274,0.9861893966,0.6792700032,0.9685218513,9.472271266,95,23.25998903
52,14000,0.05,0.8750132849,3.754490396,0.9052722373,6.639804446,0.9665747483,0.5654519536,0.9914655641,7.964383334,115,39.9017117
52,14000,0.1,0.9065873388,3.682101922,0.9285858854,6.721226842,0.9763096264,0.5478318183,1.014711796,8.025827396,127,37.12156186
52,14000,0.2,0.9274194084,3.871909085,0.9463817013,7.219517059,0.9799633774,0.53631137,1.032396692,8.591493904,133,45.82607951
53,6000,0.01,0.6706840837,4.081404179,0.6659972265,6.255251027,1.007037352,0.6524764811,0.6666361414,6.267258555,64,22.52068272
53,6000,0.02,0.5276587826,3.577252681,0.5087035144,5.473922775,1.037261917,0.653508065,0.509272477,5.486174309,66,20.61552256
53,6000,0.05,0.3409484995,3.117169752,0.2872944985,5.021243663,1.186756103,0.6207963528,0.2878064699,5.039155761,67,13.08928692
53,6000,0.1,0.2348000218,3.033947951,0.1712011727,4.944746608,1.37148606,0.6135699543,0.1716873843,4.972872666,67,23.60090494
53,6000,0.2,0.148173988,3.03398546,0.1001188521,4.914696453,1.479980892,0.6173291656,0.1005863371,4.960699996,67,23.43667499
53,8000,0.01,0.7674068302,5.644697969,0.7580137803,8.25230299,1.012391661,0.6840148715,0.7591017719,8.276009365,100,34.82875746
53,8000,0.02,0.6355570824,4.584302799,0.627109511,7.078651723,1.013470648,0.6476237253,0.6281677637,7.102562451,101,20.43110754
53,8000,0.05,0.4490618204,3.821732624,0.4205084933,6.34925936,1.067901904,0.6019178627,0.421543783,6.380561532,103,29.77646236
53,8000,0.1,0.3516432828,3.560338179,0.3046536061,6.194212756,1.154239686,0.5747846125,0.3056763447,6.235871175,103,30.09658777
53,8000,0.2,0.2936089174,3.560766852,0.244368509,6.151385045,1.20150063,0.5788561154,0.2453786259,6.202344641,103,19.4383174
53,10000,0.01,0.8245030161,6.873811269,0.8173624252,9.344177257,1.008736138,0.7356250936,0.8648980654,10.46264722,115,39.6618383
53,10000,0.02,0.7282181504,5.37049695,0.7298044522,7.721426909,0.9978264016,0.6955316697,0.7642523082,8.467555773,129,44.46271867
53,10000,0.05,0.6365929112,3.993048014,0.6675139116,6.833270601,0.9536773694,0.5843538544,0.6869441951,7.236872027,139,33.32087516
53,10000,0.1,0.6532140664,3.832964094,0.6863185508,7.001456428,0.9517651325,0.5474523956,0.6975888507,7.233291652,139,47.99388017
53,10000,0.2,0.6929147205,4.005978372,0.7023240815,7.31436797,0.986602537,0.5476861964,0.7087632449,7.449104397,136,39.49056864
53,12000,0.01,0.8713293717,7.641752433,0.8635834814,9.837951086,1.008969475,0.7767625968,0.9493718489,11.88964001,98,26.3245055
53,12000,0.02,0.8114078718,5.407435638,0.8190236982,7.517655208,0.9907013357,0.7192981706,0.9044304186,9.167265046,117,33.58956817
53,12000,0.05,0.8002960709,3.729487898,0.8327105217,6.396178707,0.9610735664,0.5830806281,0.9169544206,7.755824656,135,25.29391204
53,12000,0.1,0.8334761992,3.752369992,0.8664878218,6.587915772,0.9619018043,0.5695837837,0.9488072782,7.899127548,143,49.38379123
53,12000,0.2,0.874464383,4.029443678,0.8931506081,7.176956141,0.9790783044,0.5614418702,0.9718522908,8.497504849,145,43.70644265
53,14000,0.01,0.9069026103,8.124900382,0.8996110956,10.5722138,1.008105185,0.768514574,0.9859135353,12.69796099,78,27.35994775
53,14000,0.02,0.8694879217,5.302152383,0.8816642368,7.805662488,0.9861893966,0.6792700032,0.9679204823,9.407683094,95,18.03168183
53,14000,0.05,0.8747499283,3.733075955,0.9049997735,6.601933075,0.9665747483,0.5654519536,0.9911931115,7.919371692,115,22.17930018
53,14000,0.1,0.9064134759,3.662733238,0.9284078037,6.685871677,0.9763096264,0.5478318183,1.014533725,7.983869867,127,44.6623235
53,14000,0.2,0.9272892617,3.852257972,0.9462488936,7.182875821,0.9799633774,0.53631137,1.032263898,8.548089606,133,46.41607014
54,6000,0.01,0.6687966277,4.063080541,0.6641229604,6.227167812,1.007037352,0.6524764811,0.6647621227,6.239159827,64,18.7736245
54,6000,0.02,0.5252310189,3.559551099,0.5063629642,5.446835761,1.037261917,0.653508065,0.506932323,5.459091585,66,23.24519811
54,6000,0.05,0.3389115855,3.101909694,0.2855781273,4.996662239,1.186756103,0.6207963528,0.2860905888,5.014611055,67,19.32523112
54,6000,0.1,0.2333869258,3.019566309,0.1701708334,4.921307323,1.37148606,0.6135699543,0.1706575193,4.949497302,67,23.47316163
54,6000,0.2,0.1472974019,3.01962927,0.09952655654,4.891441127,1.479980892,0.6173291656,0.09999448456,4.937543856,67,23.45144982
54,8000,0.01,0.7658251266,5.623342178,0.7564514368,8.221081752,1.012391661,0.6840148715,0.7575395044,8.244748905,100,29.05417601
54,8000,0.02,0.6334727905,4.562129108,0.6250529227,7.044413183,1.013470648,0.6476237253,0.6261112633,7.068288602,101,35.48233274
54,8000,0.05,0.4468582892,3.802317501,0.4184450723,6.317003925,1.067901904,0.6019178627,0.4194804689,6.348304075,103,36.09408681
54,8000,0.1,0.3500836052,3.543041947,0.3033023464,6.164121082,1.154239686,0.5747846125,0.3043251742,6.205765767,103,37.10933604
54,8000,0.2,0.2925459442,3.543574685,0.2434838043,6.121684804,1.20150063,0.5788561154,0.2444939902,6.172586488,104,30.42153584
54,10000,0.01,0.8232692608,6.847967534,0.8161393548,9.309045591,1.008736138,0.7356250936,0.863691392,10.42542334,115,33.69873531
54,10000,0.02,0.7267374416,5.343014064,0.7283205179,7.681913415,0.9978264016,0.6955316697,0.7627911742,8.42627516,129,44.98545615
54,10000,0.05,0.6355750526,3.972626718,0.6664466129,6.798323803,0.9536773694,0.5843538544,0.6858904516,7.200798033,139,47.95939824
54,10000,0.1,0.6524936721,3.814521772,0.6855616474,6.967768892,0.9517651325,0.5474523956,0.6968378459,7.198867318,139,32.10018023
54,10000,0.2,0.6921856385,3.986602661,0.7015850989,7.278990573,0.986602537,0.5476861964,0.7080274359,7.413283654,136,25.76088402
54,12000,0.01,0.8703949795,7.612543318,0.8626573958,9.800347428,1.008969475,0.7767625968,0.9484459756,11.84649753,99,18.74644383
54,12000,0.02,0.810564847,5.377552373,0.8181727608,7.476110177,0.9907013357,0.7192981706,0.9035798806,9.118402619,117,40.71002935
54,12000,0.05,0.7998781059,3.710724181,0.8322756279,6.363998394,0.9610735664,0.5830806281,0.916520015,7.717552888,135,47.31943398
54,12000,0.1,0.8331949046,3.734718375,0.8661953859,6.556925394,0.9619018043,0.5695837837,0.9485154485,7.862439698,143,32.36365028
54,12000,0.2,0.874224597,4.010957936,0.8929056982,7.144030664,0.9790783044,0.5614418702,0.9716082856,8.458912651,145,29.09490223
54,14000,0.01,0.9062888287,8.088230494,0.8990022489,10.52449852,1.008105185,0.768514574,0.9853047126,12.64215105,78,22.80995478
54,14000,0.02,0.8690203374,5.272665767,0.8811901045,7.762253217,0.9861893966,0.6792700032,0.9674463664,9.356262083,95,33.93521222
54,14000,0.05,0.8745235594,3.714491528,0.9047655765,6.569066574,0.9665747483,0.5654519536,0.9909589242,7.880301467,115,33.81340903
54,14000,0.1,0.9062591033,3.645503497,0.9282496852,6.654420892,0.9763096264,0.5478318183,1.014375617,7.94654318,127,44.30336356
54,14000,0.2,0.9271724625,3.834680508,0.9461297064,7.150101084,0.9799633774,0.53631137,1.032144723,8.50926438,133,38.5003846
55,6000,0.01,0.6671341371,4.045318409,0.6624720876,6.199945173,1.007037352,0.6524764811,0.6631114688,6.211918631,64,21.67991579
55,6000,0.02,0.5230936659,3.541937507,0.504302392,5.41988339,1.037261917,0.653508065,0.504872102,5.432135983,66,13.91059304
55,6000,0.05,0.3370700496,3.085948951,0.2840263881,4.970952128,1.186756103,0.6207963528,0.2845392968,4.988921913,67,23.97894789
55,6000,0.1,0.2320979864,3.004246193,0.1692310211,4.896338506,1.37148606,0.6135699543,0.1697181436,4.924566776,67,23.92193227
55,6000,0.2,0.1465027477,3.00433949,0.09898962107,4.866673498,1.479980892,0.6173291656,0.09945795416,4.912832194,67,23.35726257
55,8000,0.01,0.7643968261,5.602175055,0.7550406187,8.190136338,1.012391661,0.6840148715,0.7561287552,8.21375999,100,22.42405344
55,8000,0.02,0.6315797953,4.540413487,0.6231850884,7.01088195,1.013470648,0.6476237253,0.6242435095,7.034716817,102,35.82497721
55,8000,0.05,0.444873094,3.782403918,0.4165861046,6.283920368,1.067901904,0.6019178627,0.4176215983,6.315198641,103,36.08250613
55,8000,0.1,0.3486003492,3.524684349,0.3020172961,6.132182861,1.154239686,0.5747846125,0.3030402093,6.173791825,104,30.24048672
55,8000,0.2,0.2914984512,3.525291574,0.2426119837,6.090099905,1.20150063,0.5788561154,0.2436222378,6.140924749,104,20.39601872
55,10000,0.01,0.8221061484,6.819829496,0.8149863154,9.270795077,1.008736138,0.7356250936,0.8625538399,10.38457612,115,40.21438189
55,10000,0.02,0.7253978128,5.316254556,0.726977971,7.643439957,0.9978264016,0.6955316697,0.7614693121,8.385928738,129,44.53720125
55,10000,0.05,0.6346001414,3.951596096,0.6654243477,6.762334271,0.9536773694,0.5843538544,0.6848812113,7.163574206,140,28.45329337
55,10000,0.1,0.6517609213,3.795046502,0.6847917612,6.93219453,0.9517651325,0.5474523956,0.6960739714,7.162497389,139,31.20731753
55,10000,0.2,0.6914165437,3.966051437,0.7008055603,7.241466853,0.986602537,0.5476861964,0.7072512505,7.375286869,136,46.9615374
55,12000,0.01,0.8695082816,7.575029311,0.8617785803,9.752052096,1.008969475,0.7767625968,0.9475673612,11.79029871,99,28.56232683
55,12000,0.02,0.809772404,5.347722388,0.81737288,7.434639217,0.9907013357,0.7192981706,0.9027803756,9.069506787,117,40.57798225
55,12000,0.05,0.7994600895,3.691212387,0.8318406804,6.330535108,0.9610735664,0.5830806281,0.9160855561,7.677718455,135,38.02725262
55,12000,0.1,0.8329010353,3.716031905,0.8658898773,6.524118156,0.9619018043,0.5695837837,0.9482105734,7.823589952,143,49.21834843
55,12000,0.2,0.8739699429,3.991338027,0.8926456024,7.109085087,0.9790783044,0.5614418702,0.9713491509,8.417949235,145,42.23894266
55,14000,0.01,0.905650333,8.043067825,0.8983688867,10.46573233,1.008105185,0.768514574,0.9846713754,12.57311374,78,14.97566157
55,14000,0.02,0.868544185,5.242192057,0.880707284,7.717390776,0.9861893966,0.6792700032,0.9669635627,9.303096666,96,18.08228309
55,14000,0.05,0.8742911349,3.694981001,0.9045251145,6.534562269,0.9665747483,0.5654519536,0.9907184721,7.839272523,115,39.78051056
55,14000,0.1,0.906095943,3.627207309,0.9280825658,6.621023439,0.9763096264,0.5478318183,1.014208507,7.906902704,127,45.05865019
55,14000,0.2,0.9270478592,3.815987557,0.9460025553,7.115246424,0.9799633774,0.53631137,1.032017585,8.467974108,133,36.96205993
56,6000,0.01,0.6654452218,4.02961554,0.6607949747,6.175878605,1.007037352,0.6524764811,0.661434579,6.187840045,64,22.58924254
56,6000,0.02,0.520851825,3.52608086,0.5021410855,5.395619502,1.037261917,0.653508065,0.5027111663,5.40787775,66,23.38286395
56,6000,0.05,0.3351604823,3.07219001,0.2824173235,4.948788756,1.186756103,0.6207963528,0.2829306999,4.96679686,67,19.47724766
56,6000,0.1,0.2307487482,2.991165999,0.1682472429,4.875020327,1.37148606,0.6135699543,0.1687348264,4.903317066,67,23.76096315
56,6000,0.2,0.1456630785,2.991260823,0.09842226972,4.84548761,1.479980892,0.6173291656,0.0988910345,4.891753622,67,23.58975808
56,8000,0.01,0.763012201,5.585856159,0.7536729414,8.166278823,1.012391661,0.6840148715,0.754761145,8.18987789,100,35.10796045
56,8000,0.02,0.629670633,4.520710574,0.621301302,6.980458554,1.013470648,0.6476237253,0.6223598045,7.004263839,102,23.27809206
56,8000,0.05,0.4428278554,3.764994222,0.4146709112,6.254996661,1.067901904,0.6019178627,0.4157065056,6.286277988,103,30.6587983
56,8000,0.1,0.34713252,3.509002189,0.3007456112,6.104899319,1.154239686,0.5747846125,0.3017686095,6.146502074,104,26.70273957
56,8000,0.2,0.2905030448,3.509637787,0.2417835145,6.063057284,1.20150063,0.5788561154,0.2427938337,6.113833464,104,36.12243068
56,10000,0.01,0.8210443307,6.801361391,0.8139336936,9.245689755,1.008736138,0.7356250936,0.8615153807,10.35827253,115,39.71472615
56,10000,0.02,0.7240601527,5.29263344,0.725637397,7.609478721,0.9978264016,0.6955316697,0.760149447,8.35052078,129,36.98073268
56,10000,0.05,0.6336599179,3.933158876,0.664438455,6.730782806,0.9536773694,0.5843538544,0.6839079035,7.13101422,140,28.48859409
56,10000,0.1,0.6510954495,3.778322364,0.6840925637,6.901645503,0.9517651325,0.5474523956,0.6953802442,7.131281921,139,27.19221096
56,10000,0.2,0.690741284,3.948402869,0.700121131,7.209242985,0.986602537,0.5476861964,0.7065697723,7.342659684,136,46.9475046
56,12000,0.01,0.8687440252,7.552126419,0.861021118,9.722567037,1.008969475,0.7767625968,0.9468100723,11.75652788,99,27.77431423
56,12000,0.02,0.8090243967,5.322566513,0.816617852,7.399666412,0.9907013357,0.7192981706,0.9020257024,9.028429833,117,26.32374891
56,12000,0.05,0.7990770928,3.674354012,0.8314421712,6.301622511,0.9610735664,0.5830806281,0.9156874946,7.643334273,135,46.72553654
56,12000,0.1,0.8326410005,3.70003645,0.8656195433,6.496035449,0.9619018043,0.5695837837,0.9479408002,7.79034538,144,33.30666832
56,12000,0.2,0.8737481142,3.974523721,0.8924190336,7.079136651,0.9790783044,0.5614418702,0.9711234194,8.382846277,145,50.46568778
56,14000,0.01,0.9051239185,8.016173249,0.8978467046,10.4307368,1.008105185,0.768514574,0.984149214,12.53234959,78,27.51534136
56,14000,0.02,0.8681325552,5.217444266,0.8802898898,7.680957854,0.9861893966,0.6792700032,0.966546183,9.259961358,96,33.5536541
56,14000,0.05,0.8740852621,3.678398359,0.9043121224,6.505235919,0.9665747483,0.5654519536,0.9905054888,7.804410759,115,26.59562114
56,14000,0.1,0.9059541618,3.611647187,0.9279373442,6.592620339,0.9763096264,0.5478318183,1.014063295,7.873192793,127,43.94722903
56,14000,0.2,0.9269401009,3.800034167,0.9458925938,7.085499916,0.9799633774,0.53631137,1.031907635,8.432735886,133,37.36525944
57,6000,0.01,0.6640931998,4.015872347,0.6594524009,6.154815481,1.007037352,0.6524764811,0.6600921843,6.166763754,64,13.47765534
57,6000,0.02,0.5191221359,3.512287129,0.5004735326,5.374512294,1.037261917,0.653508065,0.5010439013,5.386769485,66,23.5580468
57,6000,0.05,0.3336382609,3.059366006,0.2811346493,4.928131412,1.186756103,0.6207963528,0.2816484015,4.94615944,67,23.90237632
57,6000,0.1,0.2296769148,2.978798258,0.1674657304,4.854863309,1.37148606,0.6135699543,0.1679536833,4.883196218,67,23.59159641
57,6000,0.2,0.1450052923,2.978889643,0.09797781384,4.825447766,1.479980892,0.6173291656,0.09844691944,4.871765673,67,13.81325945
57,8000,0.01,0.7618696387,5.57057757,0.752544364,8.143942189,1.012391661,0.6840148715,0.7536326231,8.167513231,100,28.81723329
57,8000,0.02,0.6281641881,4.503761871,0.6198148802,6.954287952,1.013470648,0.6476237253,0.6208734473,6.978062363,102,35.54346812
57,8000,0.05,0.441199954,3.749140719,0.413146519,6.228658346,1.067901904,0.6019178627,0.414182194,6.25992547,103,26.898551
57,8000,0.1,0.345920226,3.494259931,0.2996953147,6.079251002,1.154239686,0.5747846125,0.3007183835,6.120827281,104,36.3636087
57,8000,0.2,0.2896473347,3.494896335,0.2410713133,6.037590762,1.20150063,0.5788561154,0.2420816888,6.088306186,104,30.87898106
57,10000,0.01,0.8201499207,6.7833574,0.8130470296,9.221215343,1.008736138,0.7356250936,0.8606406651,10.33238438,115,39.64394393
57,10000,0.02,0.7229217165,5.272238258,0.7244964809,7.580155567,0.9978264016,0.6955316697,0.7590262397,8.319919756,130,36.36046682
57,10000,0.05,0.6328762533,3.916524019,0.6636167257,6.70231571,0.9536773694,0.5843538544,0.683096687,7.101573601,140,34.77174631
57,10000,0.1,0.650497482,3.762720703,0.6834642916,6.87314684,0.9517651325,0.5474523956,0.694756897,7.102147661,140,33.09265161
57,10000,0.2,0.6901145541,3.931873213,0.6994858905,7.179062096,0.986602537,0.5476861964,0.7059372756,7.312098309,136,25.75840677
57,12000,0.01,0.8680903876,7.529847607,0.8603732911,9.693885413,1.008969475,0.7767625968,0.9461623937,11.72344923,99,34.5530423
57,12000,0.02,0.8083845655,5.299870743,0.8159720154,7.368113753,0.9907013357,0.7192981706,0.9013801697,8.991285583,117,40.72888085
57,12000,0.05,0.7987369468,3.658895424,0.8310882482,6.275110589,0.9610735664,0.5830806281,0.9153339695,7.611780592,135,46.72039133
57,12000,0.1,0.8324026654,3.685137832,0.8653717684,6.469878423,0.9619018043,0.5695837837,0.9476935394,7.759370942,144,33.65638583
57,12000,0.2,0.8735411231,3.958815196,0.8922076194,7.051157753,0.9790783044,0.5614418702,0.9709127868,8.350048865,145,41.60429934
57,14000,0.01,0.9046365754,7.993007965,0.8973632797,10.40059387,1.008105185,0.768514574,0.9836658084,12.49731456,79,28.12224757
57,14000,0.02,0.8677709446,5.194743838,0.8799232152,7.647538995,0.9861893966,0.6792700032,0.9661795212,9.220358439,96,23.89301861
57,14000,0.05,0.8738945365,3.663018465,0.9041148013,6.478036625,0.9665747483,0.5654519536,0.9903081758,7.772074765,116,39.66310728
57,14000,0.1,0.9058219639,3.597103678,0.9278019385,6.56607294,0.9763096264,0.5478318183,1.013927897,7.84168326,127,43.95916726
57,14000,0.2,0.9268389614,3.785121775,0.9457893863,7.057694441,0.9799633774,0.53631137,1.031804438,8.399796463,134,46.07968206
58,6000,0.01,0.6627349947,4.002190694,0.6581036871,6.133846675,1.007037352,0.6524764811,0.658743651,6.145782026,64,16.24302899
58,6000,0.02,0.517377742,3.498485116,0.4987918032,5.353392412,1.037261917,0.653508065,0.4993624636,5.365648894,66,23.4958608
58,6000,0.05,0.3321051311,3.046603582,0.2798427833,4.907573263,1.186756103,0.6207963528,0.2803569168,4.925622435,67,23.81557399
58,6000,0.1,0.2285777098,2.966355542,0.1666642604,4.834584095,1.37148606,0.6135699543,0.1671525947,4.862956731,67,23.46189653
58,6000,0.2,0.1443264251,2.966425792,0.0975191139,4.805257806,1.479980892,0.6173291656,0.09798857374,4.851634468,67,19.37811817
58,8000,0.01,0.7607310156,5.555918851,0.7514196777,8.122511779,1.012391661,0.6840148715,0.7525079923,8.146057208,100,28.84135573
58,8000,0.02,0.6266397195,4.486717261,0.6183106742,6.92796926,1.013470648,0.6476237253,0.6193693069,6.951712838,102,35.47172996
58,8000,0.05,0.4395676903,3.733426003,0.4116180417,6.202550605,1.067901904,0.6019178627,0.4126537982,6.233804894,103,19.429193
58,8000,0.1,0.3446850119,3.479456455,0.2986251608,6.053496179,1.154239686,0.5747846125,0.2996483019,6.095047876,104,19.67411935
58,8000,0.2,0.2887731783,3.480035746,0.2403437594,6.011918425,1.20150063,0.5788561154,0.2413541925,6.062574289,104,30.74398385
58,10000,0.01,0.8192672879,6.766377306,0.8121720408,9.198132805,1.008736138,0.7356250936,0.8597774837,10.3080316,115,32.75647878
58,10000,0.02,0.7218127615,5.251625645,0.7233851102,7.550519801,0.9978264016,0.6955316697,0.7579321176,8.288927519,130,44.83586657
58,10000,0.05,0.6320822239,3.899804236,0.6627841283,6.673703282,0.9536773694,0.5843538544,0.6822747631,7.07198464,140,48.14405223
58,10000,0.1,0.649894364,3.747034306,0.6828306079,6.844493396,0.9517651325,0.5474523956,0.694128188,7.072854282,140,48.06025675
58,10000,0.2,0.6894779256,3.915197109,0.6988406169,7.148613813,0.986602537,0.5476861964,0.7052947942,7.281266313,136,25.18844318
58,12000,0.01,0.8674477351,7.508902586,0.8597363516,9.666920906,1.008969475,0.7767625968,0.9455256003,11.69241359,99,34.44146302
58,12000,0.02,0.8077437174,5.277472312,0.8153251523,7.336974467,0.9907013357,0.7192981706,0.9007336111,8.954638642,117,39.0375452
58,12000,0.05,0.7983922358,3.643340208,0.8307295754,6.248432947,0.9610735664,0.5830806281,0.9149757,7.580029387,135,25.85203223
58,12000,0.1,0.8321605742,3.670114506,0.8651200886,6.443502451,0.9619018043,0.5695837837,0.9474423819,7.72813715,144,39.74921999
58,12000,0.2,0.873330601,3.9429548,0.8919925986,7.022908353,0.9790783044,0.5614418702,0.9706985611,8.316934308,145,49.85841459
58,14000,0.01,0.9041905588,7.968522693,0.8969208491,10.36873335,1.008105185,0.768514574,0.9832233953,12.46010996,79,27.98295118
58,14000,0.02,0.867409803,5.172381914,0.8795570162,7.614618472,0.9861893966,0.6792700032,0.9658133349,9.181350104,96,33.83909831
58,14000,0.05,0.873703852,3.647566765,0.9039175227,6.450710342,0.9665747483,0.5654519536,0.9901109053,7.739584001,116,40.15636858
58,14000,0.1,0.9056878186,3.582446381,0.9276645381,6.539317837,0.9763096264,0.5478318183,1.013790505,7.809927006,127,43.97865512
58,14000,0.2,0.9267362959,3.770065046,0.9456846217,7.029619838,0.9799633774,0.53631137,1.031699684,8.366537857,134,31.72206504
59,6000,0.01,0.6615963896,3.989565906,0.6569730388,6.114497643,1.007037352,0.6524764811,0.6576131541,6.126418649,65,18.93587285
59,6000,0.02,0.5158197811,3.485483823,0.4972898095,5.333497794,1.037261917,0.653508065,0.4978607317,5.345751253,66,12.72600973
59,6000,0.05,0.3307031259,3.034272068,0.2786614073,4.887709238,1.186756103,0.6207963528,0.2791758918,4.905773972,67,23.78904762
59,6000,0.1,0.2275932979,2.95442863,0.1659464901,4.815145541,1.37148606,0.6135699543,0.1664351686,4.843546532,67,23.10541131
59,6000,0.2,0.1437266256,2.954495389,0.09711383873,4.78593197,1.479980892,0.6173291656,0.09758361367,4.832346547,67,13.10396613
59,8000,0.01,0.7597356605,5.543108335,0.7504365057,8.103783363,1.012391661,0.6840148715,0.7515248689,8.127306353,100,28.8074749
59,8000,0.02,0.6252924256,4.471149745,0.616981288,6.903931357,1.013470648,0.6476237253,0.618039979,6.927644882,102,30.9391504
59,8000,0.05,0.4380461258,3.718247799,0.410193225,6.177334201,1.067901904,0.6019178627,0.4112290578,6.20857199,104,36.45712508
59,8000,0.1,0.3435558592,3.465265044,0.2976468954,6.028806215,1.154239686,0.5747846125,0.298670103,6.070327381,104,30.33434783
59,8000,0.2,0.2879677362,3.465843679,0.239673396,5.98740099,1.20150063,0.5788561154,0.2406838823,6.037994348,104,20.53262819
59,10000,0.01,0.8184898151,6.75190571,0.8114013013,9.178460291,1.008736138,0.7356250936,0.8590171584,10.28731672,115,39.90692159
59,10000,0.02,0.7208289616,5.233041936,0.7223991673,7.523801092,0.9978264016,0.6955316697,0.7569615083,8.260958194,130,45.03526311
59,10000,0.05,0.6313501266,3.883993632,0.662016471,6.646646723,0.9536773694,0.5843538544,0.6815169665,7.043983837,140,48.40603647
59,10000,0.1,0.6493222078,3.732048115,0.6822294552,6.817118978,0.9517651325,0.5474523956,0.6935317621,7.044864633,140,26.79766119
59,10000,0.2,0.6888708161,3.899303972,0.6982252632,7.119595122,0.986602537,0.5476861964,0.7046821076,7.251881002,136,36.31945867
59,12000,0.01,0.8668779751,7.490958642,0.8591716566,9.643819969,1.008969475,0.7767625968,0.9449610349,11.66586679,99,28.1926503
59,12000,0.02,0.8071672668,5.257187577,0.8147432911,7.308773735,0.9907013357,0.7192981706,0.900152024,8.921433772,117,33.32977397
