status,height_Mm,temperature_K,pressure_dyn_cm2,pressure_Pa,i_ne_over_nH,f_cm3,f_1e16_cm3,proton_fraction_np_over_nH,f_proton_cm3,f_proton_1e16_cm3,ne_cm3,nH_cm3,n2_cm3,hydrogen_population_sum_over_nH,reconstructed_pressure_Pa,pressure_relative_error,center_index,n_depth_points,iterations,duration_s,bc_type,boundary_source,Nhalf_points,Nrays,threads_per_model,JTol,popsTol,error_type,error_message
ok,56,10000,0.02,0.002,0.7601494469528179,8.35052077991122e+16,8.35052077991122,0.725637397035758,7.609478720818667e+16,7.609478720818667,5963897751.989872,7845691101.792049,425.9384214904978,1.0,0.0019999569276288,-2.153618559441045e-05,45,91,129,36.98073268101143,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,56,10000,0.05,0.005,0.6839079035245164,7.131014219597067e+16,7.131014219597067,0.664438455047552,6.7307828058835976e+16,6.730782805883598,13992348518.165524,20459404615.82037,2745.5535920228704,1.0,0.0049999747775395,-5.044492095741814e-06,45,91,140,28.488594089008984,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,56,10000,0.1,0.01,0.6953802442349624,7.131281920749775e+16,7.131281920749776,0.6840925636991974,6.9016455032412056e+16,6.901645503241205,28271013951.296112,40655474735.839066,11207.665588269814,1.0,0.0099999902605838,-9.739416198875637e-07,45,91,139,27.1922109649895,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,56,10000,0.2,0.02,0.706569772312708,7.342659684304216e+16,7.342659684304216,0.7001211309922944,7.209242984769482e+16,7.209242984769482,57093310650.40949,80803500075.4909,44393.26158601674,1.0,0.0199999962650715,-1.867464238802796e-07,45,91,136,46.94750460000069,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,56,12000,0.01,0.001,0.9468100722803524,1.1756527882457742e+17,11.756527882457744,0.8610211180276007,9.722567036950654e+16,9.722567036950654,2810973473.85817,2968888435.1304564,67.21008064400061,1.0,0.0009999796502327,-2.0349767287496795e-05,45,91,99,27.77431422700465,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,56,12000,0.02,0.002,0.9020257024484336,9.02842983342306e+16,9.02842983342306,0.816617851988205,7.399666412213976e+16,7.399666412213976,5476718528.342195,6071577022.11405,332.22217364583014,1.0,0.0019999757505715,-1.2124714202695758e-05,45,91,117,26.323748914001044,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,56,12000,0.05,0.005,0.9156874946463416,7.643334272555715e+16,7.643334272555715,0.8314421712294632,6.301622510720162e+16,6.301622510720161,13804455272.21036,15075509224.401869,2493.191826591899,1.0,0.0049999914523715,-1.7095256876764604e-06,45,91,135,46.72553653600335,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,56,12000,0.1,0.01,0.9479408002113224,7.790345380300515e+16,7.790345380300515,0.8656195432760678,6.496035448670077e+16,6.496035448670077,28128223370.01341,29672974687.599525,10156.121600899392,1.0,0.0099999966872634,-3.3127365295371186e-07,45,91,144,33.306668320001336,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,56,12000,0.2,0.02,0.9711234194089354,8.382846276587445e+16,8.382846276587445,0.8924190336031066,7.079136651416138e+16,7.079136651416138,56982821986.25925,58677219442.345726,38734.361747589406,1.0,0.019999998487975,-7.56012454028454e-08,45,91,145,50.46568778299843,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,56,14000,0.01,0.001,0.984149213997709,1.2532349587762408e+17,12.532349587762408,0.8978467045665793,1.0430736800618557e+17,10.430736800618558,2459265889.4085684,2498875022.6388874,48.2590169740737,1.0,0.0009999835564976,-1.644350232084084e-05,45,91,78,27.515341356993304,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,56,14000,0.02,0.002,0.966546183042303,9.259961357658717e+16,9.259961357658716,0.8802898898063737,7.68095785370637e+16,7.68095785370637,4872025341.949418,5040654474.07202,256.33617696433777,1.0,0.0019999853644931,-7.317753413426872e-06,45,91,96,33.553654097006074,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,56,14000,0.05,0.005,0.990505488758792,7.80441075910256e+16,7.80441075910256,0.9043121224225474,6.505235919334921e+16,6.505235919334921,12338056662.231327,12456323364.439116,1950.5334470367588,1.0,0.0049999945420256,-1.0915948769896209e-06,45,91,115,26.59562114000437,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,56,14000,0.1,0.01,1.0140632945363617,7.873192792642474e+16,7.873192792642474,0.9279373441952814,6.592620338831793e+16,6.592620338831793,24979650584.531544,24633226268.141823,7925.411707286036,1.0,0.0099999974574986,-2.5425013171209704e-07,45,91,127,43.94722903400543,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,56,14000,0.2,0.02,1.0319076345588771,8.432735885793856e+16,8.432735885793855,0.9458925937615053,7.0854999158541336e+16,7.085499915854133,50410131873.420494,48851399277.58163,30134.720568879984,1.0000000000000002,0.0199999984944265,-7.527867079692996e-08,45,91,133,37.36525943799643,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,57,6000,0.01,0.001,0.6600921843042583,6.166763754310522e+16,6.166763754310522,0.6594524009123839,6.154815480654088e+16,6.154815480654088,4563241601.776752,6913036861.035462,337.6677743108095,1.0000000000000002,0.0010000275481888,2.7548188805430127e-05,45,91,64,13.477655344991945,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,57,6000,0.02,0.002,0.5010439012750957,5.386769485370591e+16,5.386769485370591,0.5004735326498693,5.374512293842146e+16,5.374512293842146,7621621348.075881,15211484120.812136,1078.3663962455537,1.0,0.0020000475267225,2.3763361278305445e-05,45,91,66,23.55804679900757,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,57,6000,0.05,0.005,0.2816484014905845,4.946159439875188e+16,4.946159439875188,0.2811346493027948,4.928131411869387e+16,4.928131411869387,12428631647.948977,44128181030.5764,3123.047012902133,1.0,0.0050000814654306,1.6293086124892494e-05,45,91,67,23.90237631900527,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,57,6000,0.1,0.01,0.167953683255789,4.883196217558041e+16,4.883196217558041,0.1674657304032513,4.854863308523239e+16,4.854863308523239,16166650365.904415,96256599155.86987,5352.244153401991,1.0,0.0100000705532301,7.05532301418371e-06,45,91,67,23.591596411002683,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,57,6000,0.2,0.02,0.0984469194415045,4.8717656726493736e+16,4.871765672649373,0.0979778138367019,4.82544776600389e+16,4.825447766003889,20064315440.21464,203808464033.62088,8263.46711100137,1.0,0.0200000934263126,4.671315631532557e-06,45,91,67,13.813259450005717,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,57,8000,0.01,0.001,0.7536326230829351,8.167513231163256e+16,8.167513231163255,0.7525443639817907,8.143942189115056e+16,8.143942189115055,3708546157.499675,4920893873.103421,168.3904783873462,1.0000000000000002,0.0009999719096829,-2.8090317010171295e-05,45,91,100,28.81723328999942,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,57,8000,0.02,0.002,0.6208734472721161,6.9780623634677096e+16,6.97806236346771,0.6198148801573818,6.954287952420204e+16,6.954287952420204,6585741501.860107,10607220409.88445,621.5477717193853,1.0,0.0019999468819238,-2.6559038071886573e-05,45,91,102,35.54346811900905,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,57,8000,0.05,0.005,0.4141821940414992,6.259925470424703e+16,6.259925470424704,0.4131465189501012,6.228658345970723e+16,6.228658345970723,12496547653.29338,30171619719.70548,2494.6575480624274,1.0,0.0049999263993667,-1.4720126658568363e-05,45,91,103,26.89855100000568,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,57,8000,0.1,0.01,0.3007183834937312,6.120827280667275e+16,6.120827280667275,0.2996953146632361,6.07925100211085e+16,6.07925100211085,19631124072.724144,65280758178.6345,6296.224590030845,1.0000000000000004,0.0099999565797993,-4.342020061727513e-06,45,91,104,36.363608699000906,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,57,8000,0.2,0.02,0.2420816887605027,6.088306185772467e+16,6.088306185772467,0.2410713133341547,6.037590761604989e+16,6.037590761604989,33001987705.3641,136325832302.06134,17888.903075376744,1.0000000000000002,0.0199999883047478,-5.847626095151214e-07,45,91,104,30.8789810629969,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,57,10000,0.01,0.001,0.8606406650767566,1.0332384382942723e+17,10.332384382942724,0.8130470296111835,9.221215343247378e+16,9.221215343247378,3201873084.7577457,3720336738.2973766,99.22193049477175,1.0,0.000999974079207,-2.592079293502365e-05,45,91,115,39.64394392700342,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,57,10000,0.02,0.002,0.7590262396500715,8.319919756441451e+16,8.31991975644145,0.7244964808865741,7.580155566609861e+16,7.580155566609861,5958718358.768445,7850477424.226533,426.76282366346607,1.0000000000000002,0.001999959591606,-2.0204196971712607e-05,45,91,130,36.360466817001,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,57,10000,0.05,0.005,0.6830966869616966,7.101573601430858e+16,7.101573601430857,0.663616725723387,6.702315710413726e+16,6.702315710413727,13982159444.993273,20468785329.912308,2752.922010212275,1.0,0.0049999747549874,-5.049002518332789e-06,45,91,140,34.77174630800437,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,57,10000,0.1,0.01,0.69475689699356,7.102147660963752e+16,7.102147660963752,0.6834642915783241,6.873146839809706e+16,6.873146839809706,28255559776.974915,40669707489.40521,11241.341301567138,1.0,0.0099999909236593,-9.076340611383068e-07,45,91,140,33.09265160799259,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,57,10000,0.2,0.02,0.705937275643845,7.312098308931408e+16,7.312098308931408,0.6994858904733512,7.179062096463538e+16,7.1790620964635385,57062335016.14473,80832018629.56088,44530.44721126823,1.0,0.019999996256344,-1.8718279998913842e-07,45,91,136,25.758406774999457,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,57,12000,0.01,0.001,0.9461623937289916,1.1723449231272478e+17,11.72344923127248,0.8603732910548486,9.69388541323078e+16,9.69388541323078,2809945466.817246,2969834232.9404564,67.35043049808789,1.0,0.0009999795302829,-2.0469717014514124e-05,45,91,99,34.55304230299953,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,57,12000,0.02,0.002,0.9013801696680112,8.991285583117805e+16,8.991285583117804,0.8159720153779028,7.368113753149179e+16,7.36811375314918,5474576523.129175,6073548883.536593,333.333735543571,1.0,0.0019999757078258,-1.2146087079037762e-05,45,91,117,40.72888085000159,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,57,12000,0.05,0.005,0.915333969476943,7.611780591574571e+16,7.611780591574571,0.8310882482283838,6.275110588861216e+16,6.275110588861216,13801563063.307917,15078172037.245226,2502.4781087530287,1.0,0.0049999914554649,-1.7089070190184903e-06,45,91,135,46.72039132899954,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,57,12000,0.1,0.01,0.9476935394125928,7.759370942226482e+16,7.759370942226481,0.8653717684066813,6.469878422845906e+16,6.469878422845905,28124305142.68392,29676582115.47602,10193.822999932949,1.0,0.0099999966870342,-3.312965721202765e-07,45,91,144,33.65638583400869,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,57,12000,0.2,0.02,0.9709127867514492,8.350048865108189e+16,8.350048865108189,0.8922076193795352,7.051157753353131e+16,7.051157753353131,56976296115.57956,58683227673.01788,38877.59666431779,1.0,0.0199999984878603,-7.56069823068528e-08,45,91,145,41.60429933600244,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,57,14000,0.01,0.001,0.983665808369672,1.2497314562241122e+17,12.497314562241122,0.8973632796930918,1.0400593866494925e+17,10.400593866494924,2458634555.7470336,2499461234.5243297,48.369462484181824,1.0,0.0009999845970526,-1.54029473327464e-05,45,91,79,28.12224757499644,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,57,14000,0.02,0.002,0.9661795211750348,9.220358439248536e+16,9.220358439248535,0.8799232151715143,7.647538995134344e+16,7.647538995134344,4871047212.012533,5041555016.699723,257.33382382029,1.0,0.0019999853642942,-7.317852852547005e-06,45,91,96,23.89301861298736,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,57,14000,0.05,0.005,0.99030817575957,7.772074765190005e+16,7.772074765190005,0.9041148012954674,6.478036624707156e+16,6.478036624707156,12336772038.192171,12457508016.360489,1958.2408677279304,1.0,0.004999994946317,-1.0107365994507789e-06,45,91,116,39.66310728499957,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,57,14000,0.1,0.01,1.0139278970207366,7.841683260095986e+16,7.841683260095985,0.927801938470417,6.566072940481562e+16,6.566072940481562,24977925590.4263,24634814431.893925,7956.158723927294,1.0,0.009999997457102,-2.542897923479836e-07,45,91,127,43.959167260996765,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,57,14000,0.2,0.02,1.0318044378176627,8.399796462751504e+16,8.399796462751503,0.94578938634238,7.057694441179537e+16,7.057694441179537,50407546785.92052,48853779784.60331,30249.789792435546,1.0,0.0199999985934277,-7.032861445988024e-08,45,91,134,46.07968205900397,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,58,6000,0.01,0.001,0.6587436510394729,6.145782025682879e+16,6.14578202568288,0.6581036871192766,6.133846674882466e+16,6.133846674882466,4557438715.098398,6918379718.585416,337.95939320789495,1.0,0.0010000275717933,2.757179333044875e-05,45,91,64,16.24302898600581,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,58,6000,0.02,0.002,0.4993624635772099,5.365648894457773e+16,5.365648894457773,0.4987918031811735,5.353392411544953e+16,5.353392411544953,7604103019.055799,15227622365.893097,1077.6400741416153,1.0,0.0020000483805579,2.4190278965921862e-05,45,91,66,23.495860803013784,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,58,6000,0.05,0.005,0.2803569167596273,4.925622435226147e+16,4.925622435226147,0.2798427833201479,4.9075732628816296e+16,4.9075732628816295,12383332818.654087,44169885165.59883,3113.249822009853,1.0000000000000002,0.0050000813268301,1.6265366023331115e-05,45,91,67,23.815573988002143,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,58,6000,0.1,0.01,0.1671525947312055,4.86295673116199e+16,4.86295673116199,0.1666642603892046,4.834584095021011e+16,4.834584095021011,16099824222.26193,96318123258.28212,5330.179853888928,1.0000000000000002,0.0100000704347593,7.043475939647046e-06,45,91,67,23.461896528009675,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,58,6000,0.2,0.02,0.0979885737384699,4.85163446794208e+16,4.85163446794208,0.0975191138957728,4.8052578057983736e+16,4.805257805798374,19978630901.245487,203887352770.0092,8227.035555246743,1.0,0.0200000934974839,4.674874198341838e-06,45,91,67,19.3781181749946,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,58,8000,0.01,0.001,0.7525079922506197,8.146057208233811e+16,8.146057208233811,0.751419677680101,8.122511778819336e+16,8.122511778819336,3705276258.186786,4923902863.948267,168.5364072278513,1.0,0.0009999717253639,-2.827463605977777e-05,45,91,100,28.841355728000053,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,58,8000,0.02,0.002,0.6193693069060786,6.95171283754833e+16,6.95171283754833,0.618310674166496,6.927969260276812e+16,6.927969260276812,6575579708.639867,10616573400.265362,621.9797841926573,1.0,0.0019999465510475,-2.6724476217274487e-05,45,91,102,35.471729962999234,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,58,8000,0.05,0.005,0.4126537981879371,6.233804894108231e+16,6.233804894108231,0.4116180417198111,6.202550604721107e+16,6.202550604721107,12463129165.5142,30202385680.78816,2491.7300306125658,1.0,0.0049999261912421,-1.4761751574235423e-05,45,91,103,19.4291929960018,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,58,8000,0.1,0.01,0.2996483018983595,6.095047875740582e+16,6.095047875740582,0.2986251607631899,6.053496178805277e+16,6.053496178805277,19576372476.07964,65331164408.60035,6287.634931426086,1.0,0.0099999562908281,-4.370917189820688e-06,45,91,104,19.67411934598931,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,58,8000,0.2,0.02,0.2413541924934386,6.062574289189859e+16,6.062574289189859,0.2403437594279194,6.011918425050215e+16,6.011918425050215,32920842461.86074,136400541137.29852,17876.59526632339,1.0,0.0199999883195416,-5.840229168330157e-07,45,91,104,30.74398385200766,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,58,10000,0.01,0.001,0.8597774836580065,1.0308031595138914e+17,10.308031595138914,0.8121720408184125,9.198132805378973e+16,9.198132805378972,3200080081.333513,3721986376.8919168,99.3449858242261,1.0,0.0009999739079832,-2.609201679324921e-05,45,91,115,32.75647877699521,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,58,10000,0.02,0.002,0.7579321175688065,8.288927518561315e+16,8.288927518561316,0.7233851101818454,7.550519801215318e+16,7.5505198012153185,5953658718.993233,7855134491.582947,427.6313438966639,1.0000000000000002,0.0019999594062355,-2.029688223937655e-05,45,91,130,44.83586656898842,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,58,10000,0.05,0.005,0.6822747631391469,7.071984639834715e+16,7.071984639834716,0.6627841282637011,6.673703281571586e+16,6.673703281571585,13971826360.774029,20478298649.78391,2760.355710560232,1.0,0.0049999747351121,-5.05297757507489e-06,45,91,140,48.14405223198992,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,58,10000,0.1,0.01,0.6941281879561767,7.072854281899285e+16,7.072854281899285,0.6828306079339996,6.844493395929674e+16,6.844493395929675,28239959830.2959,40684070061.24755,11275.43845004217,1.0,0.0099999909282185,-9.071781414612954e-07,45,91,140,48.06025675300043,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,58,10000,0.2,0.02,0.7052947941767184,7.281266313152261e+16,7.281266313152261,0.6988406169232606,7.148613813048069e+16,7.148613813048069,57030848544.728325,80861008780.44862,44669.67071176437,1.0,0.0199999964395425,-1.7802287265861194e-07,45,91,136,25.188443175007706,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,58,12000,0.01,0.001,0.9455256002917256,1.1692413588571018e+17,11.692413588571018,0.8597363515952727,9.666920906107346e+16,9.666920906107343,2808934106.158197,2970764731.5858483,67.48059973221521,1.0,0.0009999794151573,-2.058484262928463e-05,45,91,99,34.441463017006754,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,58,12000,0.02,0.002,0.900733611137714,8.954638642474694e+16,8.954638642474695,0.8153251523343006,7.336974467324293e+16,7.336974467324293,5472429717.524981,6075525160.666284,334.435460870527,1.0,0.0019999756643761,-1.216781190973952e-05,45,91,117,39.03754519599897,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,58,12000,0.05,0.005,0.91497569999596,7.580029386682677e+16,7.580029386682677,0.8307295754295433,6.24843294743025e+16,6.24843294743025,13798630997.616629,15080871544.105,2511.892866047504,1.0,0.0049999914583265,-1.708334681008172e-06,45,91,135,25.852032230992336,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,58,12000,0.1,0.01,0.947442381938233,7.728137150196282e+16,7.7281371501962814,0.8651200886255824,6.443502450863723e+16,6.443502450863723,28120324190.97791,29680247292.13683,10232.124731192353,1.0,0.0099999966867647,-3.313235298965655e-07,45,91,144,39.74921998599893,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,58,12000,0.2,0.02,0.9706985611085892,8.316934307554347e+16,8.316934307554348,0.891992598636052,7.022908353407063e+16,7.022908353407063,56969657720.77071,58689339825.23715,39023.29609449741,1.0,0.0199999985458628,-7.270685668109289e-08,45,91,145,49.858414589994936,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,58,14000,0.01,0.001,0.9832233953378984,1.2460109956430669e+17,12.460109956430667,0.8969208491182226,1.0368733349955206e+17,10.368733349955209,2458053978.14419,2499995412.8425164,48.49097945842912,1.0,0.0009999845241556,-1.547584431373268e-05,45,91,79,27.982951184007103,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,58,14000,0.02,0.002,0.9658133349339568,9.181350103537e+16,9.181350103537,0.8795570161721556,7.614618472467723e+16,7.614618472467723,4870070001.960388,5042454712.321204,258.3234661191882,1.0,0.0019999853640769,-7.317961505217199e-06,45,91,96,33.83909830899211,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,58,14000,0.05,0.005,0.9901109052953716,7.73958400123802e+16,7.739584001238019,0.9039175227100302,6.450710342192919e+16,6.450710342192919,12335486455.923315,12458691637.42154,1966.051742314929,1.0,0.0049999949489659,-1.010206809176628e-06,45,91,116,40.15636858200014,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,58,14000,0.1,0.01,1.0137905049957658,7.809927006194925e+16,7.809927006194925,0.9276645381140314,6.5393178372562216e+16,6.539317837256221,24976174958.223457,24636426199.639515,7987.38983154357,1.0,0.0099999974566085,-2.5433914158795584e-07,45,91,127,43.97865512499993,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,58,14000,0.2,0.02,1.0316996840459192,8.366537856705997e+16,8.366537856705996,0.9456846217315854,7.029619838176482e+16,7.029619838176481,50404922182.464455,48856196199.2624,30366.87604519587,1.0,0.0199999985929423,-7.035288237394742e-08,45,91,134,31.72206503900816,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,59,6000,0.01,0.001,0.657613154064539,6.126418649394838e+16,6.126418649394839,0.6569730388333856,6.114497643154824e+16,6.114497643154824,4552558572.221133,6922852050.758003,338.3018814026266,1.0,0.001000025708172,2.5708172071399815e-05,45,91,65,18.93587285200192,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,59,6000,0.02,0.002,0.4978607316848981,5.345751253117019e+16,5.345751253117019,0.4972898094914828,5.333497793904718e+16,5.333497793904718,7588423657.370536,15242061031.182789,1077.1951569980822,1.0,0.002000048651219,2.4325609538841664e-05,45,91,66,12.726009732999955,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,59,6000,0.05,0.005,0.2791758918142805,4.905773971861689e+16,4.905773971861689,0.2786614073097752,4.887709238367384e+16,4.887709238367384,12341833400.205822,44208091608.48361,3104.930079374037,1.0,0.0050000812192882,1.624385765029712e-05,45,91,67,23.78904761800368,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,59,6000,0.1,0.01,0.1664351685586407,4.843546531655114e+16,4.843546531655114,0.16594649013774,4.81514554102338e+16,4.81514554102338,16039904634.764055,96373289213.28702,5311.780097721276,1.0,0.0100000703678424,7.036784249216109e-06,45,91,67,23.105411311989883,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,59,6000,0.2,0.02,0.09758361367305,4.832346547000277e+16,4.832346547000276,0.0971138387266828,4.785931969784794e+16,4.7859319697847935,19902871269.17316,203957104272.20825,8197.348449754207,1.0,0.0200000936062635,4.680313178337391e-06,45,91,67,13.10396612600016,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,59,8000,0.01,0.001,0.751524868915941,8.127306352803218e+16,8.127306352803217,0.7504365057288571,8.103783362724981e+16,8.10378336272498,3702414555.213252,4926536310.839465,168.66441282758964,1.0,0.0009999715738917,-2.8426108284514837e-05,45,91,100,28.80747490399517,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,59,8000,0.02,0.002,0.6180399789504145,6.927644882214874e+16,6.9276448822148735,0.6169812879793651,6.903931356769996e+16,6.903931356769996,6566584037.938839,10624853183.592638,622.4341267551666,1.0000000000000002,0.0019999462702367,-2.6864881602726293e-05,45,91,102,30.93915039900457,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,59,8000,0.05,0.005,0.4112290578041606,6.208571989568691e+16,6.208571989568691,0.4101932249660092,6.177334200602886e+16,6.177334200602886,12431928145.047771,30231151979.946472,2489.3459826720587,1.0,0.004999931011413,-1.3797717391197948e-05,45,91,104,36.45712507700955,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,59,8000,0.1,0.01,0.2986701029708053,6.070327380795757e+16,6.0703273807957565,0.2976468954124892,6.028806214944546e+16,6.028806214944545,19526248435.91293,65377311762.00652,6280.952476915852,1.0,0.0099999561958409,-4.380415903094958e-06,45,91,104,30.3343478290044,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,59,8000,0.2,0.02,0.2406838823382253,6.037994348378235e+16,6.037994348378235,0.2396733959955081,5.987400989931321e+16,5.987400989931321,32845988833.818478,136469415877.46645,17867.836904502936,1.0000000000000002,0.0199999833511249,-8.324437503898217e-07,45,91,104,20.532628193002893,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,59,10000,0.01,0.001,0.8590171583987684,1.0287316724563024e+17,10.287316724563023,0.8114013012783572,9.178460290767629e+16,9.178460290767628,3198499439.554089,3723440688.328252,99.44671617235912,1.0000000000000002,0.0009999737652103,-2.6234789606352504e-05,45,91,115,39.90692158600723,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,59,10000,0.02,0.002,0.7569615083419282,8.260958194126758e+16,8.260958194126758,0.7223991672678318,7.523801092283542e+16,7.523801092283542,5949165257.103026,7859270506.546972,428.4317439287437,1.0,0.0019999592532008,-2.0373399568307877e-05,45,91,130,45.03526311399765,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,59,10000,0.05,0.005,0.6815169665202546,7.043983837428561e+16,7.043983837428561,0.6620164710074945,6.646646723424075e+16,6.646646723424075,13962290955.055332,20487077565.134064,2767.547075814781,1.0000000000000002,0.0049999747154208,-5.056915825495111e-06,45,91,140,48.40603646800446,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,59,10000,0.1,0.01,0.6935317620990313,7.044864632917224e+16,7.044864632917224,0.682229455185571,6.817118977766463e+16,6.817118977766463,28225150726.1854,40697704515.737885,11308.366803720884,1.0,0.0099999909319827,-9.068017248550772e-07,45,91,140,26.797661193995737,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,59,10000,0.2,0.02,0.7046821075751535,7.25188100246305e+16,7.251881002463049,0.6982252632338635,7.119595121558592e+16,7.119595121558592,57000800679.68554,80888673157.6429,44803.42792472337,1.0,0.0199999964309129,-1.78454355112545e-07,45,91,136,36.3194586699974,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
